Conventions, G, BADC-CSV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title, G," ""Annual meteorology since 1988 at the Bush Cabin", UKCEH Edinburgh, Bush Estate, Penicuik, Midlothian," EH26 0QB""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creator, G," ""Mhairi Coyle"""," ""UK Centre for Ecology and Hydrology"""," ""mcoy@ceh.ac.uk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observation_station, G, Bush Cabin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feature_type, G, Land surface meteorology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
location, G,55.862281,-3.205782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""180 m asl""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""1988-1994 Hourly"," 1995 onwards 0.5 hourly""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""short name codes A_B_C; A: 1 = MAIN MAST (4 m moved to 10 m on 18/01/2000); 2 = TIPPING BUCKET; 3 = ON THE CABIN; B = vertical position; C = replicate number""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""The height of the mast was increased in January 2000 to move the instruments above the trees growing near the site. The met sensors moved from ca 4 m to 10 m above ground level""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last_revised_date, G, 2023-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valid_min,G,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,G,0,1,2,3,4,5,10,12,13,15,16,109,110,108,107,106,105,210,212,213,215,216,310,312,313,315,316,410,412,413,415,416,810,812,813,815,816,910,912,913,915,916
flag_meanings,G,initial data flag for raw data that has had a simple range check,final flag for original measurement that has be verified as okay,data out of range,data below detection limit,data within range but does not follow usual pattern (no reason is not identifiable),calibration span or zero check,no data missing for unknown reason,no data point deleted as out of range,no data point deleted as below detection limit,no data missing due to calibration span or zero check,no data maintenance or site wide issue,data interpolated missing for unknown reason,data interpolated missing for unknown reason,data interpolated missing due to calibration span or zero check,data interpolated fault maintenance or site wide issue,data interpolated point deleted as out of range,data interpolated point deleted as below detection limit,missing for unknown reason gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,point deleted as out of range gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,point deleted as below detection limit gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,data missing due to calibration span or zero check gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,no data maintenance or site wide issue gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,missing for unknown reason gapfilled from nearby sites adjusted by linear interpolation of annual data sets,point deleted as out of range gapfilled from nearby sites adjusted by linear interpolation of annual data sets,point deleted as below detection limit gapfilled from nearby sites adjusted by linear interpolation of annual data sets,data missing due to calibration span or zero check gapfilled from nearby sites adjusted by linear interpolation of annual data sets,no data maintenance or site wide issue gapfilled from nearby sites adjusted by linear interpolation of annual data sets,missing for unknown reason gapfilled with modelled data,point deleted as out of range gapfilled with modelled data,point deleted as below detection limit gapfilled with modelled data,data missing due to calibration span or zero checkgapfilled with modelled data,no data maintenance or site wide issue gapfilled with modelled data,missing for unknown reason gapfilled with derived data calculated from other measured pararmeters,point deleted as out of range gapfilled with derived data calculated from other measured pararmeters,point deleted as below detection limit gapfilled with derived data calculated from other measured pararmeters,data missing due to calibration span or zero check gapfilled with derived data calculated from other measured pararmeters,no data maintenance or site wide issue gapfilled with derived data calculated from other measured pararmeters,missing for unknown reason gapfilled with data dervied from measurements on colocated sensors or a nearby site,point deleted as out of range gapfilled with data dervied from measurements on colocated sensors or a nearby site,point deleted as below detection limit gapfilled with data dervied from measurements on colocated sensors or a nearby site,data missing due to calibration span or zero check gapfilled with data dervied from measurements on colocated sensors or a nearby site,no data maintenance or site wide issue gapfilled with data dervied from measurements on colocated sensors or a nearby site
Long_name,1,Date Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,1,"Format ""DD/MM/YYYY hh:mm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,2,Date Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,2,"Format ""YYYYMMDDHHMM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,3,Total global solar radiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,3,RG_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,3,Units Wm/2; Skye SKS1110 s/n 25689 (calibrated August 2002/Nov 2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,3,1/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,4,Flag Total global solar radiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,4,FLAG RG_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,4,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,5,Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,5,TA_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,5,Units oC; Vailsala 50Y Humitter probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,5,1/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,6,Flag Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,6,FLAG TA_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,6,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,7,Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,7,TA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,7,Units oC; Campbell Scientfic 107 probe; Replaced August 2002; Campbell Scientific Ltd (https://www.campbellsci.co.uk/107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,7,1/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,8,Flag Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,8,FLAG TA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,8,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,9,Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,9,TA_1_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,9,Units oC; WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,9,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,10,Flag Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,10,FLAG TA_1_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,10,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,11,Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,11,RH_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,11,Units %; Vailsala 50Y Humitter probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,11,1/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,12,Flag Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,12,FLAG RH_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,12,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,13,Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,13,RH_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,13,Units %; Vaisala WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,13,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,14,Flag Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,14,FLAG RH_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,14,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,15,Rainfall by tipping bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,15,P_TB_2_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,15,"Units mm; original model unknown; currently ELE SPDRG-52 tipping bucket rain gauge; 0.25mm/tip (manufactured 2007, s/n SPDRG-52-19542)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,15,1/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,16,Flag Rainfall by tipping bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,16,FLAG P_TB_2_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,16,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,17,Rainfall by percussion sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,17,P_PC_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,17,Units mm; Vaisala WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,17,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,18,Flag Rainfall by percussion sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,18,FLAG P_PC_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,18,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,19,atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,19,PA_3_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,19,Units kPa; original model unknown; currently Vaisala PTB101B s/n R2150003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,19,10/14/1996 11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,20,Flag atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,20,FLAG PA_3_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,20,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,21,atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,21,PA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,21,Units kPa; WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,21,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,22,Flag atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,22,FLAG PA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,22,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,23,Wind direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,23,WD_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,23,"Units oN; prior to 2011-06-01 16:30 (WXT install) waswind vane, W200P Vector Instruments s/n 8409); ca 1992-09-21  12:00 wind direction logging corrected to vector averaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,23,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,24,Flag Wind direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,24,FLAG WD_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,24,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,25,Wind speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,25,WS_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,25,Units m/s; prior to 2011-0601 16:30 (WXT install) was cup anemometer (A100R (0.2 m/s threshold s/n 6597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,25,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,26,Flag Wind speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,26,FLAG WS_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,26,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,,,,,,,,,,,,,,,,,
01/01/2024 00:30,202401010030,0.02,1,04.02,001,03.74,001,3.963,001,96.1,001,94.3,1,00.00,001,,016,95.30,001,96.40,001,232.9,001,1.125,001,,
01/01/2024 01:00,202401010100,0.02,1,04.01,001,03.77,001,3.989,001,96,001,94,1,00.00,001,,016,95.40,001,96.40,001,228.7,001,1.398,001,,
01/01/2024 01:30,202401010130,0.02,1,03.92,001,03.69,001,3.923,001,96.3,001,94.5,1,00.00,001,,016,95.40,001,96.40,001,227.4,001,1.591,001,,
01/01/2024 02:00,202401010200,0.02,1,03.91,001,03.62,001,3.876,001,96.2,001,94.6,1,00.00,001,,016,95.40,001,96.50,001,225.1,001,0.906,001,,
01/01/2024 02:30,202401010230,0.02,1,03.84,001,03.55,001,3.748,001,96.3,001,94.9,1,00.00,001,,016,95.50,001,96.50,001,241.4,001,0.856,001,,
01/01/2024 03:00,202401010300,0.02,1,04.06,001,03.76,001,3.846,001,95.9,001,94.6,1,00.00,001,,016,95.50,001,96.50,001,274.1,001,0.606,001,,
01/01/2024 03:30,202401010330,0.02,1,04.15,001,03.87,001,3.998,001,95.3,001,93.2,1,00.00,001,,016,95.50,001,96.60,001,261.9,001,0.737,001,,
01/01/2024 04:00,202401010400,0.02,1,04.28,001,04.03,001,4.082,001,94.2,001,91.2,1,00.00,001,,016,95.60,001,96.60,001,274.5,001,0.659,001,,
01/01/2024 04:30,202401010430,0.02,1,04.37,001,04.11,001,4.223,001,91,001,87.3,1,00.00,001,,016,95.60,001,96.70,001,246.2,001,0.617,001,,
01/01/2024 05:00,202401010500,0.02,1,04.50,001,04.31,001,4.376,001,88,001,85.2,1,00.00,001,,016,95.60,001,96.70,001,256,001,1.956,001,,
01/01/2024 05:30,202401010530,0.02,1,04.28,001,04.04,001,4.199,001,90.8,001,90.5,1,00.00,001,,016,95.70,001,96.70,001,260.3,001,2.316,001,,
01/01/2024 06:00,202401010600,0.02,1,04.16,001,03.94,001,4.023,001,91.3,001,90.8,1,00.00,001,,016,95.70,001,96.80,001,253.8,001,2.422,001,,
01/01/2024 06:30,202401010630,0.02,1,03.73,001,03.53,001,3.701,001,90.9,001,89.3,1,00.00,001,,016,95.80,001,96.80,001,277.9,001,1.911,001,,
01/01/2024 07:00,202401010700,0.02,1,03.57,001,03.37,001,3.488,001,92.1,001,91.5,1,00.00,001,,016,95.80,001,96.80,001,307.8,001,2.527,001,,
01/01/2024 07:30,202401010730,0.02,1,03.46,001,03.22,001,3.353,001,92.7,001,92.5,1,00.00,001,,016,95.90,001,96.90,001,296,001,1.674,001,,
01/01/2024 08:00,202401010800,0.02,1,03.66,001,03.38,001,3.493,001,92.4,001,92.2,1,00.00,001,,016,95.90,001,97.00,001,283.5,001,1.116,001,,
01/01/2024 08:30,202401010830,0.02,1,04.01,001,03.77,001,3.772,001,91.3,001,90.6,1,00.00,001,,016,95.90,001,97.00,001,280.7,001,1.311,001,,
01/01/2024 09:00,202401010900,4.439,1,04.07,001,03.84,001,3.896,001,89.7,001,88.2,1,00.00,001,,016,96.00,001,97.00,001,278.9,001,1.422,001,,
01/01/2024 09:30,202401010930,14.97,1,04.20,001,03.97,001,3.968,001,87.9,001,86.5,1,00.00,001,,016,96.00,001,97.10,001,284.5,001,1.394,001,,
01/01/2024 10:00,202401011000,36.72,1,04.80,001,04.61,001,4.449,001,84,001,82.9,1,00.00,001,,016,96.00,001,97.10,001,266.9,001,2.043,001,,
01/01/2024 10:30,202401011030,51.89,1,05.46,001,05.31,001,5.209,001,82.5,001,81.8,1,00.00,001,,016,96.10,001,97.10,001,250.8,001,2.24,001,,
01/01/2024 11:00,202401011100,68.8,1,04.92,001,04.99,001,4.689,001,84,001,82.9,1,00.00,001,,016,96.10,001,97.20,001,237.2,001,2.481,001,,
01/01/2024 11:30,202401011130,82.6,1,05.67,001,05.47,001,5.36,001,77.77,001,76.52,1,00.00,001,,016,96.10,001,97.20,001,252.8,001,3.176,001,,
01/01/2024 12:00,202401011200,98.5,1,05.73,001,05.49,001,5.454,001,78.08,001,76.88,1,00.00,001,,016,96.20,001,97.20,001,248.9,001,2.786,001,,
01/01/2024 12:30,202401011230,91.9,1,05.72,001,05.41,001,5.48,001,79.66,001,78.58,1,00.00,001,,016,96.20,001,97.20,001,250.3,001,2.494,001,,
01/01/2024 13:00,202401011300,72.73,1,05.56,001,05.33,001,5.403,001,81.1,001,79.94,1,00.00,001,,016,96.20,001,97.20,001,240.5,001,3.034,001,,
01/01/2024 13:30,202401011330,34.37,1,05.01,001,04.79,001,4.937,001,85.8,001,84.8,1,00.00,001,,016,96.20,001,97.20,001,241.2,001,2.173,001,,
01/01/2024 14:00,202401011400,30.47,1,05.02,001,04.81,001,4.892,001,86.3,001,85.3,1,00.00,001,,016,96.20,001,97.20,001,229.1,001,2.992,001,,
01/01/2024 14:30,202401011430,38.62,1,05.28,001,05.06,001,5.088,001,81.2,001,79.68,1,00.00,001,,016,96.20,001,97.20,001,236.5,001,2.619,001,,
01/01/2024 15:00,202401011500,15.58,1,04.79,001,04.46,001,4.698,001,79.97,001,78.03,1,00.00,001,,016,96.10,001,97.20,001,209.7,001,0.971,001,,
01/01/2024 15:30,202401011530,9.25,1,04.01,001,03.60,001,3.837,001,83.1,001,82.1,1,00.00,001,,016,96.10,001,97.10,001,248.7,001,0.719,001,,
01/01/2024 16:00,202401011600,0.02,1,03.43,001,03.10,001,3.352,001,85.8,001,84.2,1,00.00,001,,016,96.10,001,97.10,001,240.3,001,1.374,001,,
01/01/2024 16:30,202401011630,0.02,1,02.88,001,02.41,001,2.615,001,88.2,001,88,1,00.00,001,,016,96.10,001,97.10,001,105.2,001,0.439,001,,
01/01/2024 17:00,202401011700,0.02,1,02.53,001,02.03,001,2.317,001,89.6,001,89.7,1,00.00,001,,016,96.00,001,97.10,001,258.7,001,0.571,001,,
01/01/2024 17:30,202401011730,0.02,1,01.90,001,01.27,001,1.683,001,91,001,91.1,1,00.00,001,,016,96.00,001,97.10,001,236.8,001,0.4,001,,
01/01/2024 18:00,202401011800,0.02,1,01.37,001,00.89,001,1.193,001,92.4,001,92.3,1,00.00,001,,016,95.90,001,97.00,001,244.4,001,0.576,001,,
01/01/2024 18:30,202401011830,0.02,1,00.74,001,00.31,001,0.679,001,93.4,001,93.1,1,00.00,001,,016,95.90,001,96.90,001,277.5,001,0.743,001,,
01/01/2024 19:00,202401011900,0.02,1,00.67,001,00.23,001,0.401,001,94.5,001,95.3,1,00.00,001,,016,95.80,001,96.90,001,250.3,001,0.444,001,,
01/01/2024 19:30,202401011930,0.02,1,01.75,001,01.35,001,1.271,001,94.2,001,94.6,1,00.00,001,,016,95.80,001,96.80,001,146.6,001,0.776,001,,
01/01/2024 20:00,202401012000,0.02,1,02.37,001,02.04,001,2.119,001,93,001,92.5,1,00.00,001,,016,95.70,001,96.80,001,190.1,001,0.822,001,,
01/01/2024 20:30,202401012030,0.02,1,02.56,001,02.23,001,2.301,001,92.6,001,91.9,1,00.00,001,,016,95.60,001,96.70,001,93.3,001,0.601,001,,
01/01/2024 21:00,202401012100,0.02,1,02.29,001,01.96,001,2.125,001,92.6,001,91.7,1,00.00,001,,016,95.60,001,96.60,001,57.22,001,0.732,001,,
01/01/2024 21:30,202401012130,0.02,1,02.18,001,01.86,001,2.003,001,93,001,92.3,1,00.00,001,,016,95.50,001,96.60,001,61.61,001,0.669,001,,
01/01/2024 22:00,202401012200,0.02,1,02.53,001,02.30,001,2.268,001,91.8,001,90.2,1,00.00,001,,016,95.50,001,96.50,001,109.9,001,1.004,001,,
01/01/2024 22:30,202401012230,0.02,1,02.80,001,02.59,001,2.589,001,89.1,001,86.4,1,00.00,001,,016,95.40,001,96.40,001,83.3,001,0.958,001,,
01/01/2024 23:00,202401012300,0.02,1,02.99,001,02.77,001,2.777,001,87.1,001,84.9,1,00.00,001,,016,95.30,001,96.40,001,114.6,001,1.258,001,,
01/01/2024 23:30,202401012330,0.02,1,03.08,001,02.86,001,2.909,001,87.3,001,86.2,1,00.00,001,,016,95.30,001,96.30,001,124.8,001,1.884,001,,
02/01/2024 00:00,202401020000,0.02,1,02.74,001,02.49,001,2.612,001,89.7,001,89.2,1,00.00,001,,016,95.20,001,96.30,001,107,001,1.653,001,,
02/01/2024 00:30,202401020030,0.02,1,02.79,001,02.56,001,2.611,001,91.1,001,91.2,1,00.00,001,,016,95.10,001,96.20,001,116.9,001,1.806,001,,
02/01/2024 01:00,202401020100,0.02,1,03.03,001,02.78,001,2.92,001,92.1,001,92.7,1,00.00,001,,016,95.10,001,96.10,001,102.5,001,1.366,001,,
02/01/2024 01:30,202401020130,0.02,1,03.22,001,02.95,001,3.096,001,92.8,001,93.3,1,00.00,001,,016,95.00,001,96.10,001,91.2,001,1.389,001,,
02/01/2024 02:00,202401020200,0.02,1,03.37,001,03.12,001,3.204,001,93.1,001,93.6,1,00.00,001,,016,95.00,001,96.00,001,121,001,1.543,001,,
02/01/2024 02:30,202401020230,0.02,1,03.39,001,03.16,001,3.236,001,93.3,001,93.7,1,00.00,001,,016,94.90,001,96.00,001,119.8,001,1.577,001,,
02/01/2024 03:00,202401020300,0.02,1,03.53,001,03.28,001,3.348,001,93.7,001,94.1,1,00.00,001,,016,94.90,001,95.90,001,125.3,001,1.52,001,,
02/01/2024 03:30,202401020330,0.02,1,03.55,001,03.31,001,3.412,001,93.8,001,94.1,1,00.00,001,,016,94.90,001,95.90,001,107.6,001,1.17,001,,
02/01/2024 04:00,202401020400,0.02,1,03.69,001,03.37,001,3.632,001,94.1,001,95.5,1,00.00,001,,016,94.80,001,95.90,001,3.305,001,0.373,001,,
02/01/2024 04:30,202401020430,0.02,1,03.85,001,03.49,001,3.865,001,94.6,001,95.4,1,00.00,001,,016,94.80,001,95.90,001,348.6,001,0.496,001,,
02/01/2024 05:00,202401020500,0.02,1,03.89,001,03.53,001,3.894,001,95.5,001,96.1,1,00.00,001,,016,94.80,001,95.80,001,314.3,001,0.456,001,,
02/01/2024 05:30,202401020530,0.02,1,03.85,001,03.52,001,3.853,001,96.8,001,96.7,1,00.00,001,,016,94.80,001,95.80,001,253.8,001,0.564,001,,
02/01/2024 06:00,202401020600,0.02,1,03.76,001,03.46,001,3.768,001,98,001,96.6,1,00.00,001,,016,94.80,001,95.80,001,240.3,001,0.733,001,,
02/01/2024 06:30,202401020630,0.02,1,03.65,001,03.39,001,3.75,001,100,102,96.6,1,00.00,001,,016,94.80,001,95.80,001,225.8,001,0.972,001,,
02/01/2024 07:00,202401020700,0.02,1,03.68,001,03.46,001,3.824,001,100,102,97,1,00.00,001,,016,94.80,001,95.80,001,222.8,001,1.388,001,,
02/01/2024 07:30,202401020730,0.02,1,03.88,001,03.60,001,3.826,001,100,102,98.2,1,00.00,001,,016,94.80,001,95.80,001,239.8,001,1.031,001,,
02/01/2024 08:00,202401020800,0.02,1,03.99,001,03.69,001,3.972,001,100,102,97.9,1,00.00,001,,016,94.80,001,95.80,001,211.6,001,0.966,001,,
02/01/2024 08:30,202401020830,0.02,1,03.99,001,03.66,001,3.926,001,100,102,98,1,00.00,001,,016,94.70,001,95.80,001,240.2,001,0.913,001,,
02/01/2024 09:00,202401020900,3.104,1,04.00,001,03.57,001,3.766,001,100,102,98.2,1,00.00,001,,016,94.70,001,95.70,001,229.7,001,0.496,001,,
02/01/2024 09:30,202401020930,7.747,1,03.86,001,03.50,001,3.702,001,100,102,97.6,1,00.00,001,,016,94.70,001,95.70,001,207.9,001,0.951,001,,
02/01/2024 10:00,202401021000,27.38,1,03.76,001,03.43,001,3.58,001,100,102,97.9,1,00.00,001,,016,94.60,001,95.70,001,209.4,001,0.861,001,,
02/01/2024 10:30,202401021030,23.93,1,03.92,001,03.58,001,3.7,001,100,102,98.8,1,00.00,001,,016,94.60,001,95.70,001,324.3,001,0.495,001,,
02/01/2024 11:00,202401021100,38.5,1,04.62,001,04.29,001,4.248,001,100,102,99,1,00.00,001,,016,94.60,001,95.60,001,330.4,001,0.522,001,,
02/01/2024 11:30,202401021130,51.69,1,05.40,001,05.02,001,5.032,001,100,102,98.7,1,00.00,001,,016,94.60,001,95.60,001,0.353,001,0.486,001,,
02/01/2024 12:00,202401021200,18.75,1,05.81,001,05.47,001,5.497,001,100,102,98.3,1,00.00,001,,016,94.60,001,95.60,001,290.2,001,0.558,001,,
