Conventions, G, BADC-CSV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title, G," ""Annual meteorology since 1988 at the Bush Cabin", UKCEH Edinburgh, Bush Estate, Penicuik, Midlothian," EH26 0QB""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creator, G," ""Mhairi Coyle"""," ""UK Centre for Ecology and Hydrology"""," ""mcoy@ceh.ac.uk""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
observation_station, G, Bush Cabin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feature_type, G, Land surface meteorology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
location, G,55.862281,-3.205782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""180 m asl""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""1988-1994 Hourly"," 1995 onwards 0.5 hourly""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""short name codes A_B_C; A: 1 = MAIN MAST (4 m moved to 10 m on 18/01/2000); 2 = TIPPING BUCKET; 3 = ON THE CABIN; B = vertical position; C = replicate number""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comments, G," ""The height of the mast was increased in January 2000 to move the instruments above the trees growing near the site. The met sensors moved from ca 4 m to 10 m above ground level""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last_revised_date, G, 2023-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valid_min,G,-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flag_values,G,0,1,2,3,4,5,10,12,13,15,16,109,110,108,107,106,105,210,212,213,215,216,310,312,313,315,316,410,412,413,415,416,810,812,813,815,816,910,912,913,915,916
flag_meanings,G,initial data flag for raw data that has had a simple range check,final flag for original measurement that has be verified as okay,data out of range,data below detection limit,data within range but does not follow usual pattern (no reason is not identifiable),calibration span or zero check,no data missing for unknown reason,no data point deleted as out of range,no data point deleted as below detection limit,no data missing due to calibration span or zero check,no data maintenance or site wide issue,data interpolated missing for unknown reason,data interpolated missing for unknown reason,data interpolated missing due to calibration span or zero check,data interpolated fault maintenance or site wide issue,data interpolated point deleted as out of range,data interpolated point deleted as below detection limit,missing for unknown reason gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,point deleted as out of range gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,point deleted as below detection limit gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,data missing due to calibration span or zero check gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,no data maintenance or site wide issue gapfilled with colocated measurements  if at a different height adjusted by linear interpolation of annual data sets,missing for unknown reason gapfilled from nearby sites adjusted by linear interpolation of annual data sets,point deleted as out of range gapfilled from nearby sites adjusted by linear interpolation of annual data sets,point deleted as below detection limit gapfilled from nearby sites adjusted by linear interpolation of annual data sets,data missing due to calibration span or zero check gapfilled from nearby sites adjusted by linear interpolation of annual data sets,no data maintenance or site wide issue gapfilled from nearby sites adjusted by linear interpolation of annual data sets,missing for unknown reason gapfilled with modelled data,point deleted as out of range gapfilled with modelled data,point deleted as below detection limit gapfilled with modelled data,data missing due to calibration span or zero checkgapfilled with modelled data,no data maintenance or site wide issue gapfilled with modelled data,missing for unknown reason gapfilled with derived data calculated from other measured pararmeters,point deleted as out of range gapfilled with derived data calculated from other measured pararmeters,point deleted as below detection limit gapfilled with derived data calculated from other measured pararmeters,data missing due to calibration span or zero check gapfilled with derived data calculated from other measured pararmeters,no data maintenance or site wide issue gapfilled with derived data calculated from other measured pararmeters,missing for unknown reason gapfilled with data dervied from measurements on colocated sensors or a nearby site,point deleted as out of range gapfilled with data dervied from measurements on colocated sensors or a nearby site,point deleted as below detection limit gapfilled with data dervied from measurements on colocated sensors or a nearby site,data missing due to calibration span or zero check gapfilled with data dervied from measurements on colocated sensors or a nearby site,no data maintenance or site wide issue gapfilled with data dervied from measurements on colocated sensors or a nearby site
Long_name,1,Date Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,1,"Format ""DD/MM/YYYY hh:mm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,2,Date Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,2,"Format ""YYYYMMDDHHMM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,3,Total global solar radiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,3,RG_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,3,Units Wm/2; Skye SKS1110 s/n 25689 (calibrated August 2002/Nov 2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,3,1/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,4,Flag Total global solar radiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,4,FLAG RG_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,4,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,5,Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,5,TA_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,5,Units oC; Vailsala 50Y Humitter probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,5,1/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,6,Flag Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,6,FLAG TA_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,6,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,7,Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,7,TA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,7,Units oC; Campbell Scientfic 107 probe; Replaced August 2002; Campbell Scientific Ltd (https://www.campbellsci.co.uk/107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,7,1/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,8,Flag Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,8,FLAG TA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,8,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,9,Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,9,TA_1_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,9,Units oC; WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,9,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,10,Flag Ambient air temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,10,FLAG TA_1_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,10,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,11,Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,11,RH_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,11,Units %; Vailsala 50Y Humitter probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,11,1/1/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,12,Flag Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,12,FLAG RH_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,12,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,13,Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,13,RH_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,13,Units %; Vaisala WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,13,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,14,Flag Relative Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,14,FLAG RH_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,14,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,15,Rainfall by tipping bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,15,P_TB_2_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,15,"Units mm; original model unknown; currently ELE SPDRG-52 tipping bucket rain gauge; 0.25mm/tip (manufactured 2007, s/n SPDRG-52-19542)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,15,1/1/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,16,Flag Rainfall by tipping bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,16,FLAG P_TB_2_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,16,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,17,Rainfall by percussion sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,17,P_PC_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,17,Units mm; Vaisala WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,17,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,18,Flag Rainfall by percussion sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,18,FLAG P_PC_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,18,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,19,atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,19,PA_3_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,19,Units kPa; original model unknown; currently Vaisala PTB101B s/n R2150003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,19,10/14/1996 11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,20,Flag atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,20,FLAG PA_3_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,20,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,21,atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,21,PA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,21,Units kPa; WXT520 s/n F1110013 until 2018-12-20 replaced with WXT530 s/n WXT530-367-P4950378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,21,6/1/2011 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,22,Flag atmospheric pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,22,FLAG PA_1_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,22,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,23,Wind direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,23,WD_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,23,"Units oN; prior to 2011-06-01 16:30 (WXT install) waswind vane, W200P Vector Instruments s/n 8409); ca 1992-09-21  12:00 wind direction logging corrected to vector averaging",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,23,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,24,Flag Wind direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,24,FLAG WD_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,24,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,25,Wind speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,25,WS_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,25,Units m/s; prior to 2011-0601 16:30 (WXT install) was cup anemometer (A100R (0.2 m/s threshold s/n 6597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_valid,25,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long_name,26,Flag Wind speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short_name,26,FLAG WS_1_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,26,dimensionless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,,,,,,,,,,,,,,,,,
1/1/1988 1:00,198801010100,0.02,003,,010,,010,,010,,010,,010,0.76,001,,010,,010,,010,212.00,004,8.00,001,,,,,,,,,,,,,,,,,,
1/1/1988 2:00,198801010200,0.02,003,,010,,010,,010,,010,,010,0.52,001,,010,,010,,010,216.00,004,8.50,001,,,,,,,,,,,,,,,,,,
1/1/1988 3:00,198801010300,0.02,003,,010,,010,,010,,010,,010,0.76,001,,010,,010,,010,218.00,004,7.60,001,,,,,,,,,,,,,,,,,,
1/1/1988 4:00,198801010400,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,217.00,004,8.40,001,,,,,,,,,,,,,,,,,,
1/1/1988 5:00,198801010500,0.02,003,,010,,010,,010,,010,,010,0.76,001,,010,,010,,010,214.00,004,7.20,001,,,,,,,,,,,,,,,,,,
1/1/1988 6:00,198801010600,0.02,003,,010,,010,,010,,010,,010,1.24,001,,010,,010,,010,221.00,004,7.10,001,,,,,,,,,,,,,,,,,,
1/1/1988 7:00,198801010700,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,215.00,004,6.50,001,,,,,,,,,,,,,,,,,,
1/1/1988 8:00,198801010800,0.02,003,,010,,010,,010,,010,,010,0.24,001,,010,,010,,010,209.00,004,7.20,001,,,,,,,,,,,,,,,,,,
1/1/1988 9:00,198801010900,2.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,203.00,004,6.30,001,,,,,,,,,,,,,,,,,,
1/1/1988 10:00,198801011000,13.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,205.00,004,6.20,001,,,,,,,,,,,,,,,,,,
1/1/1988 11:00,198801011100,36.00,001,,010,,010,,010,,010,,010,0.00,001,,010,,010,,010,202.00,004,4.80,001,,,,,,,,,,,,,,,,,,
